股票代码,market_code,所属概念数量,所属概念,code
000607.SZ,33,22,NFT概念;文化传媒概念;职业教育;知识产权保护;短剧游戏;虚拟数字人;在线教育;三胎概念;共同富裕示范区;AI应用;数字经济;数据确权;托育服务;快手概念;创投;蚂蚁集团概念;国企改革;百度概念;阿里巴巴概念;长三角一体化;低空经济;融资融券,000607
600282.SH,17,20,特钢概念;高股息精选;煤化工概念;国企改革;C2M概念;污水处理;一带一路;可燃冰;创投;数字经济;工业互联网;数据要素;人工智能;融资融券;海工装备;机器人概念;人形机器人;核电;商业航天;沪股通,600282
300329.SZ,33,6,托育服务;文化传媒概念;三胎概念;职业教育;在线教育;股权转让(并购重组),300329
002377.SZ,33,2,互联网金融;股权转让(并购重组),002377
600815.SH,17,10,福建自贸区;职业教育;海峡两岸;军工;高端装备;中俄贸易概念;地下管网;智能物流;国企改革;沪股通,600815
600650.SH,17,13,网约车;自由贸易港;旅游概念;上海国企改革;数字经济;航运概念;上海自贸区;冷链物流;参股券商;国企改革;预制菜;无人驾驶;沪股通,600650
301050.SZ,33,13,军工信息化;卫星导航;商业航天;军工;无人机;毫米波雷达;6G概念;专精特新;西部大开发;芯片概念;先进封装;深股通;融资融券,301050
002557.SZ,33,4,乳业;农业种植;深股通;融资融券,002557
002091.SZ,33,14,参股保险;跨境电商;国企改革;高股息精选;一带一路;人民币贬值受益;宁德时代概念;固态电池;锂电池概念;新能源汽车;有机硅概念;超级电容;深股通;融资融券,002091
920403.BJ,151,7,转基因;融资融券;农业种植;玉米;粮食概念;人工智能;乡村振兴,920403
002383.SZ,33,23,时空大数据;卫星导航;商业航天;无人机;数字乡村;智慧城市;车联网(车路协同);低空经济;水利;数字经济;农机;智慧灯杆;华为概念;机器人概念;京津冀一体化;无人驾驶;新型城镇化;国企改革;生态农业;芯片概念;汽车芯片;深股通;融资融券,002383
301129.SZ,33,15,专精特新;智慧城市;数据要素;工业互联网;AI智能体;人工智能;芯片概念;DeepSeek概念;AI应用;第三代半导体;空气能热泵;碳中和;新型城镇化;新疆振兴;融资融券,301129
001328.SZ,33,8,超级品牌;网红经济;三胎概念;国企改革;西部大开发;医疗器械概念;深股通;融资融券,001328
000885.SZ,33,13,生物质能发电;碳交易;国企改革;固废处理;污水处理;绿色电力;垃圾分类;碳中和;氢能源;数字经济;百度概念;深股通;融资融券,000885
002443.SZ,33,8,地下管网;氢能源;新型城镇化;天然气;水利;核电;石墨烯;国企改革,002443
300850.SZ,33,7,绿色电力;风电;海工装备;2025年报预增;高端装备;融资融券;深股通,300850
002766.SZ,33,11,数据要素;车联网(车路协同);智能座舱;人工智能;无人驾驶;物联网;人民币贬值受益;粤港澳大湾区;消费电子概念;5G;深股通,002766
000058.SZ,33,14,物业管理;深圳国企改革;国企改革;创投;电子竞技;光伏建筑一体化;绿色电力;2025年报预增;华为概念;卫星导航;商业航天;光伏概念;深股通;融资融券,000058
600157.SH,17,14,煤炭概念;超超临界发电;绿色电力;碳交易;煤化工概念;钒电池;页岩气;参股保险;储能;核电;物联网;小金属概念;融资融券;沪股通,600157
300790.SZ,33,17,AI眼镜;消费电子概念;汽车电子;小米概念;机器视觉;新能源汽车;无人机;无人驾驶;人形机器人;虚拟现实;华为概念;机器人概念;安防;智能家居;车联网(车路协同);职业教育;深股通,300790
300813.SZ,33,5,细胞免疫治疗;共同富裕示范区;医疗器械概念;食品安全;机器人概念,300813
002966.SZ,33,5,高股息精选;国企改革;移动支付;融资融券;深股通,002966
603809.SH,17,22,减速器;华为汽车;长安汽车概念;人形机器人;高铁;机器人概念;小米汽车;航空发动机;军民融合;大飞机;特斯拉概念;成飞概念;新能源汽车;水利;军工;无人机;比亚迪概念;专精特新;商业航天;西部大开发;融资融券;沪股通,603809
002316.SZ,33,14,智慧城市;区块链;人工智能;ETC;独角兽概念;网络安全;医疗器械概念;华为概念;粮食概念;智能电网;合成生物;数据中心(AIDC);特高压;摘帽,002316
600168.SH,17,11,绿色电力;国企改革;PPP概念;地下管网;固废处理;新型城镇化;污水处理;人工智能;智慧城市;融资融券;沪股通,600168
600871.SH,17,13,可燃冰;页岩气;俄乌冲突概念;天然气;国企改革;碳中和;央企国企改革;氢能源;雄安新区;一带一路;海工装备;融资融券;沪股通,600871
300984.SZ,33,3,2025年报预增;深股通;融资融券,300984
603937.SH,17,1,锂电池概念,603937
601008.SH,17,7,航运概念;中韩自贸区;国企改革;中俄贸易概念;一带一路;沪股通;融资融券,601008
300220.SZ,33,10,无人零售;人民币贬值受益;元宇宙;NFT概念;区块链;IP经济(谷子经济);数据确权;专精特新;高端装备;3D打印,300220
603600.SH,17,9,跨境电商;养老概念;人民币贬值受益;一带一路;可降解塑料;智能家居;工业互联网;高股息精选;鸿蒙概念,603600
600583.SH,17,16,天然气;国企改革;央企国企改革;氢能源;京津冀一体化;一带一路;绿色电力;海工装备;数字孪生;风电;DeepSeek概念;高端装备;机器人概念;沪股通;融资融券;数据中心(AIDC),600583
603815.SH,17,7,新型城镇化;地下管网;乡村振兴;PPP概念;水利;一带一路;沪股通,603815
603917.SH,17,6,长三角一体化;新能源汽车;比亚迪概念;小米汽车;一体化压铸;宁德时代概念,603917
300165.SZ,33,11,土壤修复;工业大麻;污水处理;食品安全;锂电池概念;氢能源;医疗器械概念;专精特新;无人机;华为概念;摘帽,300165
603758.SH,17,8,长安汽车概念;人形机器人;新能源汽车;西部大开发;传感器;消费电子概念;沪股通;融资融券,603758
300806.SZ,33,17,PCB概念;光刻胶;富士康概念;苹果概念;柔性屏(折叠屏);消费电子概念;汽车电子;无线耳机;专精特新;特斯拉概念;新能源汽车;华为概念;石墨烯;虚拟现实;储能;氢能源;深股通,300806
300962.SZ,33,11,净水概念;食品安全;国企改革;幽门螺杆菌概念;央企国企改革;核污染防治;粤港澳大湾区;专精特新;芯片概念;中字头股票;融资融券,300962
002523.SZ,33,18,水利;海工装备;一带一路;军工;工业互联网;机器人概念;人工智能;核电;体育产业;雅下水电概念;国企改革;固废处理;华为概念;2025年报预增;风电;冰雪产业;深股通;融资融券,002523
601186.SH,17,18,高股息精选;同花顺中特估100;证金持股;中字头股票;特色小镇;国企改革;PPP概念;央企国企改革;装配式建筑;水利;一带一路;高铁;高端装备;金属铜;机器人概念;沪股通;融资融券;商业航天,601186
002223.SZ,33,12,眼科医疗;幽门螺杆菌概念;三胎概念;养老概念;雅下水电概念;智能医疗;蚂蚁集团概念;医疗器械概念;消毒剂;血氧仪;深股通;融资融券,002223
300908.SZ,33,4,农业种植;乡村振兴;海峡两岸;融资融券,300908
603112.SH,17,8,工业互联网;新能源汽车;DeepSeek概念;机器人概念;3D打印;光伏概念;绿色电力;沪股通,603112
920717.BJ,151,2,天然气;融资融券,920717
300443.SZ,33,9,风电;2025年报预增;创投;海工装备;军工;减速器;核电;融资融券;深股通,300443
300733.SZ,33,15,成飞概念;航空发动机;氢能源;军民融合;大飞机;军工;长安汽车概念;机器人概念;西部大开发;新能源汽车;无人机;比亚迪概念;2025年报预增;小米概念;深股通,300733
920029.BJ,151,9,储能;充电桩;人民币贬值受益;智能电网;一带一路;融资融券;国企改革;西部大开发;央企国企改革,920029
688129.SH,17,1,融资融券,688129
002004.SZ,33,15,转基因;毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券,002004
600004.SH,17,6,同花顺中特估100;免税店;国企改革;沪股通;融资融券;粤港澳大湾区,600004
601811.SH,17,22,高股息精选;IP经济(谷子经济);体育产业;NFT概念;文化传媒概念;职业教育;国企改革;知识产权保护;虚拟数字人;西部大开发;元宇宙;数字经济;AIGC概念;DeepSeek概念;数据确权;独角兽概念;AI应用;区块链;人工智能;百度概念;华为概念;沪股通,601811
000619.SZ,33,9,建筑节能;新型城镇化;一带一路;国企改革;光伏建筑一体化;数字经济;智能家居;工业互联网;光伏概念,000619
920885.BJ,151,13,2025年报预增;卫星导航;国产航母;商业航天;新能源汽车;西部大开发;储能;风电;无人驾驶;融资融券;军民融合;军工;专精特新,920885
002573.SZ,33,19,PPP概念;土壤修复;雄安新区;国企改革;污水处理;固废处理;京津冀一体化;水利;碳中和;煤化工概念;天然气;创投;数字孪生;金属回收;PM2.5;机器人概念;金属铜;深股通;融资融券,002573
002666.SZ,33,13,职业教育;创投;有机硅概念;燃料电池;金属回收;核电;储能;长安汽车概念;小米汽车;新能源汽车;汽车热管理;比亚迪概念;特斯拉概念,002666
300483.SZ,33,4,俄乌冲突概念;天然气;深股通;股权转让(并购重组),300483
002035.SZ,33,12,高股息精选;净水概念;创投;数字经济;空气能热泵;鸿蒙概念;家用电器;智能家居;粤港澳大湾区;无人机;深股通;融资融券,002035
002055.SZ,33,22,EDR概念;数据要素;车联网(车路协同);ST板块;华为概念;粤港澳大湾区;数据中心(AIDC);特斯拉概念;高压快充;小米概念;无人驾驶;宁德时代概念;比亚迪概念;新能源汽车;汽车电子;MiniLED;5G;无线充电;消费电子概念;铜缆高速连接;OLED;存储芯片,002055
301303.SZ,33,5,物联网;专精特新;新能源汽车;深股通;融资融券,301303
601801.SH,17,15,IP经济(谷子经济);网络游戏;证金持股;文化传媒概念;国企改革;AI应用;智能物流;独角兽概念;DeepSeek概念;创投;智谱AI;ETC;机器人概念;融资融券;沪股通,601801
601618.SH,17,13,同花顺中特估100;中字头股票;国企改革;央企国企改革;PPP概念;装配式建筑;新型城镇化;一带一路;碳中和;工业互联网;高端装备;沪股通;融资融券,601618
600455.SH,17,4,职业教育;鸿蒙概念;西部大开发;国企改革,600455
688282.SH,17,9,卫星导航;商业航天;无人机;军民融合;军工;无人驾驶;专精特新;沪股通;融资融券,688282
688526.SH,17,9,禽流感;动物疫苗;宠物经济;生物疫苗;合成生物;转基因;生态农业;沪股通;融资融券,688526
688570.SH,17,15,鸿蒙概念;新型工业化;DeepSeek概念;人工智能;机器人概念;高端装备;国企改革;央企国企改革;一带一路;传感器;华为概念;煤炭概念;绿色电力;数据中心(AIDC);融资融券,688570
000020.SZ,33,2,物业管理;粤港澳大湾区,000020
001395.SZ,33,4,碳纤维;高端装备;专精特新;融资融券,001395
300197.SZ,33,20,土壤修复;垃圾分类;PPP概念;地下管网;农业种植;智慧城市;污水处理;雄安新区;水利;碳中和;新型城镇化;旅游概念;乡村振兴;深股通;国企改革;一带一路;充电桩;央企国企改革;粤港澳大湾区;融资融券,300197
605080.SH,17,6,体育产业;共同富裕示范区;人工智能;人民币贬值受益;露营经济;一带一路,605080
002337.SZ,33,11,智能物流;互联网金融;工业互联网;京津冀一体化;医疗器械概念;数字孪生;高端装备;机器人概念;专精特新;天津自贸区;大飞机,002337
000030.SZ,33,23,飞行汽车(eVTOL);长安汽车概念;华为汽车;汽车热管理;低空经济;参股保险;小米汽车;车联网(车路协同);换电概念;动力电池回收;无人驾驶;新能源汽车;国企改革;比亚迪概念;宁德时代概念;小米概念;储能;证金持股;智能座舱;锂电池概念;汽车电子;深股通;融资融券,000030
600257.SH,17,11,民营医院;预制菜;高压氧舱;养老概念;乡村振兴;净水概念;智能医疗;污水处理;创投;白酒概念;融资融券,600257
001228.SZ,33,9,跨境电商;统一大市场;共同富裕示范区;智能物流;航运概念;一带一路;工业互联网;换电概念;新能源汽车,001228
002999.SZ,33,12,供销社;化肥;粮食概念;农业种植;乡村振兴;农机;数字乡村;智能物流;数字经济;2025年报预增;低空经济;无人机,002999
603105.SH,17,10,绿色电力;虚拟电厂;光伏建筑一体化;充电桩;储能;光伏概念;共同富裕示范区;长三角一体化;沪股通;融资融券,603105
603666.SH,17,19,新型工业化;机器视觉;人形机器人;传感器;机器人概念;专精特新;低空经济;人工智能;华为概念;充电桩;无人机;ChatGPT概念;AIGC概念;多模态AI;腾讯概念;脑机接口;医疗器械概念;智能电网;沪股通,603666
600698.SH,17,9,兵装重组概念;国企改革;央企国企改革;高铁;长安汽车概念;汽车热管理;新能源汽车;融资融券;沪股通,600698
300020.SZ,33,24,ST板块;家庭医生;共同富裕示范区;数字经济;数字孪生;数据要素;数字乡村;智慧城市;华为鲲鹏;智慧政务;区块链;人工智能;创投;元宇宙;车联网(车路协同);百度概念;ETC;智能医疗;机器人概念;阿里巴巴概念;无人驾驶;华为概念;东数西算(算力);数据中心(AIDC),300020
002148.SZ,33,14,车联网(车路协同);物联网;创投;抖音概念(字节概念);低空经济;京津冀一体化;网络游戏;手机游戏;无人机;机器人概念;5G;芯片概念;融资融券;深股通,002148
000719.SZ,33,20,NFT概念;高股息精选;文化传媒概念;知识产权保护;参股银行;国企改革;托育服务;职业教育;数据确权;虚拟数字人;一带一路;在线教育;AIGC概念;数字经济;AI应用;数据要素;人工智能;腾讯概念;深股通;融资融券,000719
605507.SH,17,5,合成生物;流感;宠物经济;幽门螺杆菌概念;沪股通,605507
601900.SH,17,10,IP经济(谷子经济);文化传媒概念;高股息精选;在线教育;参股银行;国企改革;AI应用;人工智能;沪股通;融资融券,601900
600993.SH,17,9,医药电商;仿制药一致性评价;创新药;眼科医疗;民营医院;基因测序;数字经济;沪股通;融资融券,600993
603585.SH,17,0,,603585
002705.SZ,33,10,宠物经济;三胎概念;中俄贸易概念;家用电器;人民币贬值受益;智能家居;机器人概念;小米概念;融资融券;深股通,002705
600502.SH,17,25,高股息精选;同花顺中特估100;物业管理;房屋检测;装配式建筑;PPP概念;乡村振兴;新型城镇化;雅下水电概念;国企改革;水利;土壤修复;新疆振兴;建筑节能;雄安新区;污水处理;一带一路;抽水蓄能;绿色电力;数字经济;光伏建筑一体化;低空经济;智能电网;沪股通;融资融券,600502
