所属概念,所属概念数量,market_code,股票代码,code
短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;抖音概念(字节概念);在线教育;百度概念;人工智能;华为概念;智能音箱;国企改革;深股通;融资融券,13,33,301551.SZ,301551
一带一路;融资融券;硅能源;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池,8,151,920368.BJ,920368
人形机器人;汽车热管理;比亚迪概念;新能源汽车;无人驾驶;深股通;融资融券,7,33,300969.SZ,300969
脑机接口;Sora概念(文生视频);多模态AI;AI语料;华为欧拉;AIGC概念;Web3.0;华为昇腾;华为鲲鹏;信创;虚拟数字人;云计算;鸿蒙概念;元宇宙;智慧政务;卫星导航;阿里巴巴概念;腾讯概念;商业航天;星闪概念;人脸识别;人工智能;虚拟现实;DeepSeek概念;安防;文化传媒概念;无人机;低空经济;英伟达概念;AI PC;智能座舱;机器人概念;人形机器人;专精特新;比亚迪概念;AI应用;沪股通;融资融券,38,17,688039.SH,688039
光伏概念;碳纤维;固态电池;飞行汽车(eVTOL);锂电池概念;第三代半导体;钠离子电池;比亚迪概念;人形机器人;新能源汽车;小米汽车;氢能源;专精特新;低空经济;小米概念;沪股通;融资融券,17,17,688598.SH,688598
电子竞技;手机游戏;拼多多概念;创投;水利;阿里巴巴概念;物联网;光纤概念;无人驾驶;毫米波雷达;WiFi 6;5G;芯片概念;股权转让(并购重组),14,33,300710.SZ,300710
小红书概念;快手概念;AIGC概念;AI应用;文化传媒概念;抖音概念(字节概念);阿里巴巴概念;百度概念;腾讯概念;网红经济;职业教育;人工智能;独角兽概念;华为概念;丙烯酸;2025年报预增;长安汽车概念;光刻胶;深股通,19,33,300063.SZ,300063
医疗器械概念;融资融券,2,17,688613.SH,688613
存储芯片;国家大基金持股;中芯国际概念;光刻胶;芯片概念;磷化工;国企改革;独角兽概念;融资融券,9,17,688545.SH,688545
有机硅概念;硅能源;回购增持再贷款概念;融资融券,4,17,605366.SH,605366
共封装光学(CPO);光纤概念;富士康概念;BC电池;苹果概念;华为海思概念股;芯片概念;英伟达概念;TOPCON电池;HJT电池;新型工业化;数据中心;高端装备;光伏概念;新能源汽车;华为概念;量子科技;商业航天;工业互联网;股权转让(并购重组);融资融券;深股通,22,33,300757.SZ,300757
2025年报预增;专精特新;量子科技;电力物联网;智能电网;融资融券,6,17,688330.SH,688330
创新药;沪股通;融资融券,3,17,688197.SH,688197
液冷服务器;东数西算(算力);AI应用;数据中心;华为概念;芯片概念;超级电容;PVDF概念;2025三季报预增;人形机器人;储能;锂电池概念;回购增持再贷款概念;消毒剂;氟化工概念;煤炭概念;沪股通;融资融券,18,17,600673.SH,600673
商业航天;航空发动机;大飞机;卫星导航;成飞概念;军民融合;军工;碳纤维;低空经济;无人机;飞行汽车(eVTOL);海工装备;高端装备;黑龙江自贸区;机器人概念;人形机器人;专精特新;回购增持再贷款概念;深股通;融资融券,20,33,300900.SZ,300900
军工;6G概念;军工信息化;物联网;5G;网络安全;人工智能;数据要素;股权转让(并购重组);融资融券,10,17,688175.SH,688175
房屋检测;建筑节能;AI应用;抽水蓄能;雅下水电概念;水利;核电;水泥概念;风电;可控核聚变;融资融券,11,17,603916.SH,603916
海工装备;数据中心;中国AI 50;国企改革;融资融券;深股通,6,33,000880.SZ,000880
无线充电;新能源汽车;专精特新;央企国企改革;国企改革;沪股通;融资融券,7,17,688190.SH,688190
锂电池概念;固态电池;氢能源;储能;燃料电池;高端装备;新能源汽车;比亚迪概念;农机;数据中心;汽车电子;同花顺出海50;人民币贬值受益;无人驾驶;国企改革;智能物流;同花顺漂亮100;车联网(车路协同);DeepSeek概念;AI智能体;证金持股;深股通;融资融券,23,33,000338.SZ,000338
PCB概念;OLED;5G;芯片概念;光伏概念;同花顺新质50;融资融券;深股通,8,33,300395.SZ,300395
存储芯片;先进封装;芯片概念;高端装备;人民币贬值受益;绿色电力;融资融券,7,17,688419.SH,688419
Sora概念(文生视频);AI语料;Web3.0;ChatGPT概念;多模态AI;短剧游戏;AIGC概念;虚拟数字人;AI智能体;手机游戏;网络游戏;在线教育;阿里巴巴概念;区块链;独角兽概念;DeepSeek概念;人工智能;网红经济;同花顺新质50;东数西算(算力);虚拟现实;华为概念;京津冀一体化;创投;无人驾驶;芯片概念;人民币贬值受益;AI应用;深股通;融资融券,30,33,300418.SZ,300418
高端装备;英伟达概念;东数西算(算力);核电;海工装备;算力租赁;风电;DeepSeek概念;国企改革;融资融券;沪股通,11,17,603985.SH,603985
锂电池概念;固态电池;宁德时代概念;燃料电池;氢能源;新能源汽车;机器人概念;煤化工概念;摘帽,9,17,603959.SH,603959
工业母机;新型工业化;传感器;机器视觉;机器人概念;先进封装;高端装备;芯片概念;工业互联网;专精特新;物联网;智能物流;粤港澳大湾区;创投;职业教育;污水处理;深股通;融资融券,18,33,301510.SZ,301510
BC电池;TOPCON电池;钙钛矿电池;HJT电池;第三代半导体;MicroLED概念;光伏概念;芯片概念;先进封装;OLED;MiniLED;消费电子概念;PCB概念;融资融券;深股通,15,33,300776.SZ,300776
汽车芯片;先进封装;光刻机;第三代半导体;芯片概念;汽车电子;消费电子概念;传感器;光刻胶;新能源汽车;人民币贬值受益;虚拟现实;华为概念;长三角一体化;沪股通;融资融券,16,17,603005.SH,603005
金属铅;金属锌;黄金概念;金属铜;金属镍;小金属概念;超导概念;锂电池概念;西部大开发;沪股通;可控核聚变;融资融券,12,17,601212.SH,601212
F5G概念;共封装光学(CPO);5G;芯片概念;数据中心;东数西算(算力);专精特新;沪股通;融资融券,9,17,688205.SH,688205
PCB概念;华为手机;5G;消费电子概念;汽车电子;光伏概念;华为概念;特高压;一带一路;风电;工业互联网;数字经济;西部大开发;绿色电力;国企改革;深股通;融资融券,17,33,301526.SZ,301526
小红书概念;AI语料;虚拟数字人;AIGC概念;抖音概念(字节概念);AI智能体;智慧政务;数据要素;算力租赁;阿里巴巴概念;东数西算(算力);数字乡村;人工智能;数字经济;DeepSeek概念;智慧城市;华为概念;数据中心;机器人概念;人形机器人;烟草;乡村振兴;AI应用;融资融券,24,17,688500.SH,688500
PET铜箔;固态电池;宁德时代概念;锂电池概念;PCB概念;比亚迪概念;专精特新;深股通;融资融券,9,33,301150.SZ,301150
财税数字化;华为鲲鹏;信创;国资云;智慧政务;数据安全;AI智能体;数据要素;网络安全;数据确权;百度概念;阿里巴巴概念;DeepSeek概念;数字孪生;数字经济;智能医疗;人工智能;智慧城市;车联网(车路协同);东数西算(算力);独角兽概念;华为概念;京津冀一体化;物联网;养老概念;创投;无人驾驶;数据中心;乡村振兴;央企国企改革;雄安新区;国企改革;华为数字能源;PPP概念;一带一路;深股通;融资融券,37,33,300212.SZ,300212
光刻胶;苹果概念;工业母机;消费电子概念;机器视觉;宁德时代概念;汽车电子;新型工业化;比亚迪概念;专精特新;机器人概念;人形机器人;一带一路;融资融券,14,17,688125.SH,688125
算力租赁;云计算;抖音概念(字节概念);国资云;数据安全;网络安全;阿里巴巴概念;数据确权;东数西算(算力);数据要素;DeepSeek概念;数字经济;量子科技;数字孪生;数据中心;华为概念;物联网;电力物联网;京津冀一体化;核电;国企改革;深股通;融资融券,23,33,300895.SZ,300895
页岩气;海工装备;天然气;核电;同花顺出海50;高端装备;数据中心;一带一路;锂电池概念;中俄贸易概念;土壤修复;污水处理;回购增持再贷款概念;动力电池回收;深股通;融资融券,16,33,002353.SZ,002353
污水处理;垃圾分类;专精特新;新能源汽车;新型城镇化;固废处理;PPP概念;机器人概念;数据中心;物联网;无人驾驶;智慧城市;车联网(车路协同);人工智能;数字经济;DeepSeek概念,16,33,001230.SZ,001230
太赫兹;光刻机;6G概念;共封装光学(CPO);华为海思概念股;5G;卫星导航;时空大数据;国家大基金持股;先进封装;百度概念;东数西算(算力);芯片概念;独角兽概念;数据中心;汽车电子;华为概念;消费电子概念;无人驾驶;第三代半导体;无人机;传感器;物联网;新型工业化;人民币贬值受益;京津冀一体化;创投;融资融券;深股通,29,33,300456.SZ,300456
快手概念;智谱AI;算力租赁;云计算;腾讯概念;阿里巴巴概念;百度概念;东数西算(算力);网络安全;数据要素;DeepSeek概念;人工智能;华为概念;数据中心;芯片概念;粤港澳大湾区;一带一路;光伏概念;绿色电力;融资融券;深股通,21,33,300738.SZ,300738
BC电池;HJT电池;专精特新;光伏概念;超导概念;硅能源;数据中心;融资融券,8,33,301266.SZ,301266
高端装备;国企改革;生物质能发电;人工智能;华为概念;智能电网;股权转让(并购重组);传感器,8,33,300277.SZ,300277
存储芯片;EDR概念;共封装光学(CPO);英伟达概念;AI眼镜;芯片概念;消费电子概念;智能穿戴;汽车电子;智能音箱;小米概念;2025年报预增;人形机器人;云游戏;东数西算(算力);车联网(车路协同);安防;数据中心;云计算;AI智能体;机器人概念;腾讯概念;人脸识别;物联网;算力租赁;人民币贬值受益;人工智能;短剧游戏;智能家居;DeepSeek概念;粤港澳大湾区;网络游戏;家用电器;净水概念;跨境电商;融资融券;深股通,37,33,300857.SZ,300857
创新药;2025年报预增;沪股通;融资融券,4,17,688091.SH,688091
算力租赁;数字水印;华为昇腾;腾讯概念;智谱AI;东数西算(算力);元宇宙;阿里巴巴概念;虚拟数字人;数据要素;多模态AI;鸿蒙概念;快手概念;数字经济;DeepSeek概念;虚拟现实;文化传媒概念;短剧游戏;WiFi 6;智能音箱;数据中心;6G概念;5G;IP经济(谷子经济);低空经济;无人机;F5G概念;机器人概念;智能家居;芯片概念;共封装光学(CPO);人形机器人;储能,33,33,300571.SZ,300571
AIGC概念;文化传媒概念;数据要素;元宇宙;IP经济(谷子经济);网红经济;数字经济;人工智能;三胎概念;AI应用;深股通;融资融券,12,33,301052.SZ,301052
共封装光学(CPO);光纤概念;富士康概念;芯片概念;消费电子概念;5G;MR(混合现实);比亚迪概念;数据中心;新型工业化;高端装备;华为概念;东数西算(算力);虚拟现实;粤港澳大湾区;阿里巴巴概念;抖音概念(字节概念);华为昇腾;股权转让(并购重组);深股通;融资融券,21,33,301486.SZ,301486
特高压;超级电容;抽水蓄能;智能电网;充电桩;电力物联网;储能;芯片概念;深股通;融资融券,10,33,002028.SZ,002028
培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券,6,33,301071.SZ,301071
Sora概念(文生视频);快手概念;AI语料;智谱AI;多模态AI;AIGC概念;AI应用;知识产权保护;NFT概念;AI智能体;抖音概念(字节概念);文化传媒概念;数据确权;百度概念;阿里巴巴概念;腾讯概念;数据要素;区块链;鸿蒙概念;数字水印;人工智能;DeepSeek概念;虚拟现实;华为概念;小米概念;深股通;融资融券,27,33,000681.SZ,000681
短剧游戏;文化传媒概念;NFT概念;AIGC概念;抖音概念(字节概念);IP经济(谷子经济);阿里巴巴概念;DeepSeek概念;人工智能;国企改革;AI应用,11,33,300426.SZ,300426
染料;新能源汽车;专精特新;家用电器;融资融券,5,151,920066.BJ,920066
量子科技;商业航天;军工;芯片概念;专精特新;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,10,17,688027.SH,688027
数据中心;智能家居;创投;深股通,4,33,002918.SZ,002918
工业母机;专精特新;融资融券,3,17,688257.SH,688257
军工信息化;卫星导航;商业航天;时空大数据;华为昇腾;空间计算;军工;云计算;无人机;低空经济;数据要素;AI智能体;数字孪生;智慧城市;人工智能;DeepSeek概念;MR(混合现实);华为概念;钙钛矿电池;水利;碳中和;雄安新区;AI应用;沪股通;融资融券,25,17,688066.SH,688066
Sora概念(文生视频);小红书概念;AI语料;Web3.0;ChatGPT概念;AIGC概念;多模态AI;虚拟数字人;抖音概念(字节概念);数据要素;元宇宙;文化传媒概念;百度概念;腾讯概念;DeepSeek概念;数字经济;人工智能;华为概念;京津冀一体化;AI应用;比亚迪概念;深股通,22,33,300071.SZ,300071
天然气;氢能源;燃料电池;石墨烯;新能源汽车;回购增持再贷款概念;锂电池概念;融资融券,8,33,300985.SZ,300985
军工信息化;量子科技;军民融合;华为昇腾;多模态AI;时空大数据;低空经济;无人机;军工;安防;人工智能;DeepSeek概念;芯片概念;融资融券,14,17,688081.SH,688081
PCB概念;华为手机;苹果概念;消费电子概念;2025年报预增;芯片概念;5G;专精特新;海峡两岸;华为概念;沪股通,11,17,603256.SH,603256
存储芯片;光刻机;共封装光学(CPO);第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券,12,33,301095.SZ,301095
露营经济;空气能热泵;家用电器;新型烟草(电子烟);PPP概念;储能;跨境电商;液冷服务器;军工;医疗器械概念;宠物经济;短剧游戏,12,33,002723.SZ,002723
小红书概念;快手概念;Web3.0;AIGC概念;虚拟数字人;多模态AI;NFT概念;抖音概念(字节概念);知识产权保护;文化传媒概念;AI智能体;在线教育;数据要素;腾讯概念;阿里巴巴概念;元宇宙;区块链;网红经济;IP经济(谷子经济);职业教育;人工智能;AI应用;华为概念;MR(混合现实);西部大开发;融资融券;沪股通,27,17,600556.SH,600556
汽车芯片;MCU芯片;OLED;芯片概念;MicroLED概念;消费电子概念;MiniLED;量子科技;国企改革;沪股通;融资融券,11,17,688249.SH,688249
固态电池;小金属概念;宁德时代概念;芯片概念;稀土永磁;专精特新;一体化压铸;氢能源;回购增持再贷款概念;核电;海峡两岸;沪股通;融资融券,13,17,603663.SH,603663
共封装光学(CPO);中国AI 50;5G;数据中心;芯片概念;2025年报预增;深股通;人民币贬值受益;西部大开发;融资融券,10,33,300502.SZ,300502
数字水印;Web3.0;智慧政务;空间计算;数据确权;算力租赁;AIGC概念;ChatGPT概念;在线教育;虚拟数字人;数字乡村;AI智能体;元宇宙;数据安全;文化传媒概念;区块链;网络游戏;IP经济(谷子经济);东数西算(算力);数字经济;量子科技;人工智能;虚拟现实;MR(混合现实);海峡两岸;华为概念;京津冀一体化;三胎概念;乡村振兴;机器人概念;AI应用;融资融券,32,33,300081.SZ,300081
