股票代码,所属概念数量,所属概念,market_code,code
000582.SZ,18,自由贸易港;回购增持再贷款概念;统一大市场;冷链物流;一带一路;国企改革;西部大开发;乡村振兴;机器人概念;航运概念;华为概念;安防;星闪概念;DeepSeek概念;人工智能;区块链;深股通;融资融券,33,000582
600729.SH,12,IP经济(谷子经济);互联网金融;养老概念;人工智能;证金持股;西部大开发;回购增持再贷款概念;机器人概念;小米汽车;沪股通;融资融券;黄金概念,17,600729
300146.SZ,9,三胎概念;医药电商;维生素;跨境电商;智能医疗;回购增持再贷款概念;粤港澳大湾区;深股通;融资融券,33,300146
301065.SZ,3,共同富裕示范区;丙烯酸;融资融券,33,301065
920009.BJ,8,专精特新;基因测序;猴痘概念;流感;宠物经济;人工智能;新股与次新股;融资融券,151,920009
600588.SH,29,AI应用;ChatGPT概念;AIGC概念;ERP概念;AI智能体;华为鲲鹏;财税数字化;云计算;智慧政务;阿里巴巴概念;信创;鸿蒙概念;区块链;网络安全;智能医疗;DeepSeek概念;中国AI 50;数字经济;人工智能;互联网金融;华为概念;工业互联网;机器人概念;参股保险;参股银行;同花顺漂亮100;证金持股;沪股通;融资融券,17,600588
300982.SZ,9,智能电网;光伏概念;电力物联网;虚拟电厂;数据中心;充电桩;储能;工业互联网;融资融券,33,300982
920304.BJ,4,融资融券;化肥;光热发电;储能,151,920304
002749.SZ,7,化肥;草甘膦;乡村振兴;磷化工;高股息精选;西部大开发;深股通,33,002749
603202.SH,10,两轮车;参股银行;人民币贬值受益;比亚迪概念;新型工业化;注册制次新股;智能座舱;汽车电子;新股与次新股;融资融券,17,603202
000756.SZ,17,流感;肝炎概念;幽门螺杆菌概念;维生素;医药电商;仿制药一致性评价;创新药;辅助生殖;毛发医疗;合成生物;阿尔茨海默概念;宠物经济;医美概念;国企改革;阿里巴巴概念;深股通;融资融券,33,000756
603209.SH,12,航运概念;自由贸易港;统一大市场;一带一路;海峡两岸;数字经济;DeepSeek概念;AI智能体;数据要素;智谱AI;人工智能;沪股通,17,603209
000799.SZ,5,白酒概念;国企改革;深股通;央企国企改革;融资融券,33,000799
688526.SH,9,禽流感;动物疫苗;生物疫苗;合成生物;宠物经济;生态农业;转基因;沪股通;融资融券,17,688526
600999.SH,5,证金持股;沪股通;融资融券;国企改革;央企国企改革,17,600999
600995.SH,12,抽水蓄能;虚拟电厂;绿色电力;储能;钠离子电池;央企国企改革;水利;西部大开发;国企改革;DeepSeek概念;沪股通;融资融券,17,600995
002236.SZ,57,星闪概念;智能座舱;安防;机器视觉;虚拟现实;车联网(车路协同);物联网;人脸识别;智能家居;无人驾驶;鸿蒙概念;传感器;机器人概念;汽车电子;东数西算(算力);人工智能;智慧城市;智慧灯杆;工业互联网;信创;毫米波雷达;新型工业化;网络安全;5G;DeepSeek概念;数字孪生;低空经济;数据安全;数字经济;华为昇腾;数据要素;无人机;数据中心;AI智能体;时空大数据;华为鲲鹏;云计算;多模态AI;智能物流;人民币贬值受益;MiniLED;OLED;MicroLED概念;卫星导航;充电桩;网约车;水利;存储芯片;养老概念;海工装备;智能电网;PPP概念;乡村振兴;AI应用;证金持股;深股通;融资融券,33,002236
002352.SZ,15,超级品牌;统一大市场;冷链物流;跨境电商;同花顺漂亮100;智能物流;区块链;数据要素;人工智能;深股通;机器人概念;低空经济;无人驾驶;无人机;融资融券,33,002352
688276.SH,6,流感;生物疫苗;阿尔茨海默概念;国企改革;沪股通;融资融券,17,688276
002074.SZ,25,钠离子电池;固态电池;动力电池回收;锂电池概念;两轮车;高压快充;储能;智能电网;充电桩;新能源汽车;风电;2025年报预增;长安汽车概念;磷化工;换电概念;数据中心;碳中和;华为概念;飞行汽车(eVTOL);低空经济;海工装备;人工智能;乡村振兴;深股通;融资融券,33,002074
002902.SZ,26,F5G概念;铜缆高速连接;共封装光学(CPO);5G;汽车电子;第三代半导体;华为海思概念股;消费电子概念;芯片概念;新能源汽车;智能穿戴;数据中心;华为概念;粤港澳大湾区;储能;光伏概念;充电桩;工业互联网;车联网(车路协同);露营经济;一带一路;数字经济;跨境电商;体育产业;深股通;融资融券,33,002902
002262.SZ,10,医药电商;创新药;仿制药一致性评价;阿尔茨海默概念;芬太尼;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券,33,002262
688351.SH,5,专精特新;医疗器械概念;智能医疗;沪股通;融资融券,17,688351
301258.SZ,8,合成生物;维生素;医疗器械概念;医美概念;阿尔茨海默概念;创投;2025年报预增;融资融券,33,301258
300496.SZ,56,华为欧拉;多模态AI;MLOps概念;ChatGPT概念;鸿蒙概念;AI智能体;百度概念;AIGC概念;国产操作系统;虚拟数字人;中国AI 50;元宇宙;阿里巴巴概念;区块链;抖音概念(字节概念);腾讯概念;语音技术;车联网(车路协同);DeepSeek概念;人工智能;数字经济;虚拟现实;智能音箱;英伟达概念;独角兽概念;物联网;华为概念;智能医疗;MR(混合现实);AI手机;机器视觉;AI PC;智能座舱;低空经济;华为海思概念股;智能穿戴;无人驾驶;小米概念;无人机;AI眼镜;传感器;机器人概念;新型工业化;5G;智能家居;消费电子概念;长安汽车概念;小米汽车;智能电网;比亚迪概念;智能物流;AI应用;华为汽车;回购增持再贷款概念;深股通;融资融券,33,300496
000423.SZ,11,超级品牌;预制菜;旅游概念;农业种植;国企改革;乡村振兴;央企国企改革;数字经济;深股通;融资融券;华为概念,33,000423
688318.SH,9,鸿蒙概念;互联网金融;ChatGPT概念;腾讯概念;人工智能;数字经济;AI应用;沪股通;融资融券,17,688318
300124.SZ,21,人形机器人;新型工业化;机器视觉;小米汽车;小米概念;机器人概念;工业母机;工业互联网;新能源汽车;人工智能;一体化压铸;农机;液冷服务器;数字经济;DeepSeek概念;储能;换电概念;同花顺漂亮100;碳中和;深股通;融资融券,33,300124
000333.SZ,23,超级品牌;证金持股;空气能热泵;同花顺漂亮100;家用电器;智能家居;深股通;融资融券;一带一路;汽车热管理;物联网;AI智能体;工业互联网;同花顺出海50;智能电网;回购增持再贷款概念;机器人概念;人形机器人;华为概念;MCU芯片;数据中心;芯片概念;液冷服务器,33,000333
000785.SZ,24,AI应用;AIGC概念;AI语料;数据要素;预制菜;Sora概念(文生视频);免税店;AI智能体;跨境电商;空间计算;DeepSeek概念;鸿蒙概念;人工智能;京津冀一体化;阿里巴巴概念;乡村振兴;抖音概念(字节概念);智能物流;回购增持再贷款概念;华为概念;智能家居;苹果概念;融资融券;深股通,33,000785
600429.SH,5,乳业;三胎概念;国企改革;京津冀一体化;沪股通,17,600429
600048.SH,9,租售同权;物业管理;证金持股;同花顺漂亮100;国企改革;央企国企改革;沪股通;融资融券;智能家居,17,600048
000797.SZ,10,福建自贸区;物业管理;海峡两岸;土地流转;装配式建筑;跨境电商;国企改革;一带一路;京津冀一体化;深股通,33,000797
603822.SH,3,ST板块;碳中和;长三角一体化,22,603822
600721.SH,11,青蒿素;细胞免疫治疗;流感;肝炎概念;CRO概念;创新药;合成生物;减肥药;物业管理;西部大开发;新疆振兴,17,600721
002926.SZ,6,期货概念;国企改革;西部大开发;2025年报预增;融资融券;深股通,33,002926
601968.SH,5,国企改革;一带一路;央企国企改革;海峡两岸;沪股通,17,601968
601108.SH,7,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;融资融券,17,601108
002098.SZ,4,网红经济;海峡两岸;跨境电商;跨境支付(CIPS),33,002098
000012.SZ,13,硅能源;光伏建筑一体化;建筑节能;雄安新区;一带一路;光伏概念;OLED;军工;特斯拉概念;消费电子概念;汽车电子;深股通;融资融券,33,000012
000860.SZ,5,白酒概念;猪肉;国企改革;深股通;融资融券,33,000860
600057.SH,16,玉米;统一大市场;土地流转;农业种植;冷链物流;国企改革;乡村振兴;福建自贸区;海峡两岸;一带一路;智能物流;商业航天;DeepSeek概念;数据要素;沪股通;融资融券,17,600057
300406.SZ,7,幽门螺杆菌概念;智能医疗;医疗器械概念;人工智能;专精特新;深股通;融资融券,33,300406
600958.SH,6,期货概念;互联网金融;证金持股;沪股通;融资融券;2025年报预增,17,600958
002269.SZ,6,三胎概念;IP经济(谷子经济);参股银行;上海自贸区;深股通;融资融券,33,002269
600606.SH,17,特色小镇;物业管理;旅游概念;养老概念;参股银行;PPP概念;新型城镇化;互联网金融;煤炭概念;蚂蚁集团概念;碳交易;独角兽概念;一带一路;智慧城市;元宇宙;沪股通;融资融券,17,600606
600078.SH,2,磷化工;绿色电力,17,600078
301198.SZ,6,华为概念;跨境电商;智能物流;比亚迪概念;特斯拉概念;融资融券,33,301198
600488.SH,6,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,17,600488
300110.SZ,8,医药电商;肝炎概念;仿制药一致性评价;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券,33,300110
600805.SH,24,统一大市场;国企改革;乡村振兴;碳交易;垃圾分类;光伏建筑一体化;绿色电力;碳中和;农机;氢能源;超超临界发电;新能源汽车;机器人概念;风电;无人驾驶;储能;虚拟电厂;光伏概念;时空大数据;高端装备;锂电池概念;工业母机;钠离子电池;融资融券,17,600805
000063.SZ,54,星闪概念;AI眼镜;AI手机;智能穿戴;消费电子概念;汽车电子;虚拟现实;5G;汽车芯片;6G概念;车联网(车路协同);芯片概念;无人机;卫星导航;元宇宙;太赫兹;低空经济;物联网;量子科技;粤港澳大湾区;人形机器人;中国AI 50;百度概念;国产操作系统;抖音概念(字节概念);比亚迪概念;智慧城市;液冷服务器;机器人概念;海峡两岸;网络安全;光纤概念;人工智能;腾讯概念;东数西算(算力);AI智能体;数据中心;ChatGPT概念;商业航天;数字经济;区块链;多模态AI;新能源汽车;DeepSeek概念;锂电池概念;智能医疗;储能;水利;乡村振兴;同花顺漂亮100;深股通;融资融券;证金持股;AI应用,33,000063
000726.SZ,10,绿色电力;一带一路;证金持股;人民币贬值受益;创投;C2M概念;2025三季报预增;生物疫苗;职业教育;融资融券,33,000726
601319.SH,6,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通,17,601319
600496.SH,11,NMN概念;装配式建筑;新型城镇化;雄安新区;回购增持再贷款概念;一带一路;光伏建筑一体化;工业互联网;DeepSeek概念;沪股通;融资融券,17,600496
300197.SZ,21,PPP概念;土壤修复;雄安新区;新型城镇化;垃圾分类;水利;污水处理;智慧城市;粤港澳大湾区;碳中和;乡村振兴;旅游概念;地下管网;国企改革;充电桩;一带一路;回购增持再贷款概念;央企国企改革;农业种植;深股通;融资融券,33,300197
300673.SZ,2,宠物经济;人民币贬值受益,33,300673
000517.SZ,5,物业管理;建筑节能;长三角一体化;深股通;融资融券,33,000517
920163.BJ,5,融资融券;工业互联网;可降解塑料;人民币贬值受益;京津冀一体化,151,920163
300848.SZ,9,染料;新型工业化;小米概念;专精特新;可降解塑料;华为概念;露营经济;充电桩;深股通,33,300848
002027.SZ,8,文化传媒概念;体育产业;DeepSeek概念;阿里巴巴概念;同花顺漂亮100;深股通;融资融券;同花顺出海50,33,002027
300079.SZ,38,知识产权保护;数据确权;短剧游戏;文化传媒概念;Sora概念(文生视频);NFT概念;AI语料;元宇宙;AIGC概念;数字水印;数据安全;区块链;网络安全;IP经济(谷子经济);AI智能体;云计算;数字货币;移动支付;跨境支付(CIPS);ETC;DeepSeek概念;人工智能;互联网金融;车联网(车路协同);安防;星闪概念;华为概念;WiFi 6;无人机;AI手机;华为海思概念股;商业航天;5G;AI应用;芯片概念;光纤概念;融资融券;深股通,33,300079
300080.SZ,13,石墨电极;TOPCON电池;钒电池;煤化工概念;绿色电力;石墨烯;锂电池概念;储能;国企改革;宁德时代概念;股权转让(并购重组);融资融券;深股通,33,300080
002204.SZ,14,核电;军工;商业航天;海工装备;高端装备;风电;机器人概念;雄安新区;无人驾驶;超超临界发电;数字孪生;国企改革;深股通;融资融券,33,002204
603229.SH,6,肝炎概念;创新药;CRO概念;人民币贬值受益;融资融券;沪股通,17,603229
688256.SH,12,中国AI 50;汽车芯片;先进封装;东数西算(算力);同花顺新质50;芯片概念;数据中心;国产操作系统;阿里巴巴概念;人工智能;沪股通;融资融券,17,688256
002439.SZ,42,华为欧拉;云计算;数据安全;华为鲲鹏;智慧政务;鸿蒙概念;网络安全;信创;华为昇腾;电子身份证;腾讯概念;AI智能体;多模态AI;数据要素;跨境支付(CIPS);DeepSeek概念;数字经济;数字货币;人工智能;东数西算(算力);智慧城市;车联网(车路协同);物联网;华为概念;量子科技;京津冀一体化;工业互联网;数据中心;低空经济;智慧灯杆;军工信息化;机器人概念;无人机;小米概念;AI应用;烟草;5G;军民融合;6G概念;国企改革;融资融券;深股通,33,002439
000910.SZ,2,锂电池概念;融资融券,33,000910
300027.SZ,14,短剧游戏;文化传媒概念;虚拟数字人;IP经济(谷子经济);抖音概念(字节概念);元宇宙;网红经济;腾讯概念;阿里巴巴概念;旅游概念;数字经济;特色小镇;深股通;融资融券,33,300027
000820.SZ,3,固废处理;储能;ST板块,33,000820
601377.SH,6,福建自贸区;证金持股;海峡两岸;国企改革;沪股通;融资融券,17,601377
600905.SH,16,同花顺中特估100;绿色电力;碳交易;抽水蓄能;碳中和;风电;国企改革;光热发电;央企国企改革;同花顺漂亮100;储能;钒电池;回购增持再贷款概念;华为概念;融资融券;沪股通,17,600905
001914.SZ,8,物业管理;国企改革;央企国企改革;回购增持再贷款概念;深股通;融资融券;智慧城市;充电桩,33,001914
000069.SZ,15,物业管理;特色小镇;参股券商;冰雪产业;旅游概念;国企改革;新型城镇化;IP经济(谷子经济);体育产业;央企国企改革;NFT概念;粤港澳大湾区;DeepSeek概念;深股通;融资融券,33,000069
000950.SZ,22,医药电商;啤酒概念;创新药;辅助生殖;医美概念;冷链物流;减肥药;三胎概念;养老概念;统一大市场;西部大开发;智能医疗;医疗器械概念;国企改革;股权转让(并购重组);央企国企改革;回购增持再贷款概念;创投;智能物流;机器人概念;融资融券;深股通,33,000950
