所属概念,market_code,所属概念数量,股票代码,code
同花顺果指数;无线耳机;智能座舱;苹果概念;人形机器人;汽车电子;新能源汽车;智能音箱;消费电子概念;华为手机;AI眼镜;共封装光学(CPO);无人驾驶;智能穿戴;铜缆高速连接;液冷服务器;同花顺出海50;海峡两岸;毫米波雷达;芯片概念;机器人概念;机器视觉;充电桩;MR(混合现实);人民币贬值受益;粤港澳大湾区;5G;虚拟现实;华为概念;深股通;融资融券;数据中心;同花顺漂亮100;证金持股,33,34,002475.SZ,002475
碳中和;氢能源;国企改革;天然气,17,4,603637.SH,603637
可燃冰;俄乌冲突概念;天然气;新疆振兴;深股通;融资融券;海工装备,33,7,300191.SZ,300191
共封装光学(CPO);血氧仪;华为鲲鹏;核污染防治;PM2.5;AI眼镜;智能穿戴;鸿蒙概念;AI智能体;DeepSeek概念;物联网;食品安全;智能医疗;充电桩;光伏概念;核电;医疗器械概念;储能;新能源汽车;人民币贬值受益;流感,33,21,002980.SZ,002980
存储芯片;注册制次新股;PCB概念;OLED;芯片概念;毫米波雷达;消费电子概念;汽车电子;比亚迪概念;新能源汽车;海峡两岸;智能座舱;数据中心;特斯拉概念;机器人概念;无人驾驶;东数西算(算力);人民币贬值受益;一带一路;新股与次新股;融资融券,17,21,603175.SH,603175
存储芯片;汽车芯片;先进封装;芯片概念;传感器;5G;专精特新;无人驾驶;比亚迪概念;东数西算(算力);卫星导航;阿里巴巴概念;沪股通;融资融券,17,14,688135.SH,688135
新能源汽车;磷化工;比亚迪概念;合成生物;芯片概念;锂电池概念;融资融券;沪股通,17,8,603010.SH,603010
黄金概念;金属铜;小金属概念;股权转让(并购重组);国企改革;一带一路;人民币贬值受益;深股通;摘帽,33,9,000506.SZ,000506
减肥药;CRO概念;流感;肝炎概念;辅助生殖;合成生物;宠物经济;人民币贬值受益;沪股通;融资融券,17,10,603538.SH,603538
信创;云计算;财税数字化;多模态AI;阿里巴巴概念;百度概念;AI智能体;ChatGPT概念;车联网(车路协同);数据要素;抖音概念(字节概念);智能音箱;华为海思概念股;物联网;华为概念;AIGC概念;5G;人工智能;DeepSeek概念;数字经济;虚拟现实;机器视觉;互联网金融;智能穿戴;小米概念;小红书概念;芯片概念;智能医疗;小米汽车;AI应用;股权转让(并购重组);深股通;融资融券,33,33,301316.SZ,301316
液冷服务器;5G;PEEK材料;毫米波雷达;汽车电子;消费电子概念;新能源汽车;无人驾驶;特斯拉概念;工业互联网;虚拟现实;宁德时代概念;人民币贬值受益;一带一路;智能家居;深股通;融资融券,33,17,002937.SZ,002937
可降解塑料;融资融券;深股通;回购增持再贷款概念;一带一路;参股银行;西部大开发;互联网金融;阿里巴巴概念,33,9,000703.SZ,000703
第三代半导体;富士康概念;芯片概念;苹果概念;PET铜箔;专精特新;比亚迪概念;光伏概念;锂电池概念;TOPCON电池;钙钛矿电池;深股通;融资融券,33,13,301392.SZ,301392
芯片概念;第三代半导体;专精特新;中芯国际概念;创投;2025年报预增;深股通;融资融券,33,8,301369.SZ,301369
风电;海工装备;军工;2025年报预增;减速器;创投;融资融券;深股通,33,8,300443.SZ,300443
创投;PCB概念;腾讯概念;比亚迪概念;合成生物;锂电池概念;PET铜箔;动物疫苗;沪股通,17,9,600226.SH,600226
国企改革;物业管理;ST板块;共同富裕示范区;换电概念;充电桩;智慧城市;消费电子概念;车联网(车路协同);无人驾驶;5G;元宇宙;智慧政务;云办公,33,14,000909.SZ,000909
ST板块,33,1,002650.SZ,002650
MCU芯片;同花顺新质50;无人驾驶;减速器;长安汽车概念;低空经济;飞行汽车(eVTOL);新能源汽车;粤港澳大湾区;智能物流;2025年报预增;深股通;融资融券,33,13,300681.SZ,300681
中船系;国产航母;数据中心;核电;海工装备;风电;核污染防治;军工;军民融合;储能;燃料电池;央企国企改革;雄安新区;京津冀一体化;新能源汽车;DeepSeek概念;锂电池概念;长安汽车概念;氢能源;国企改革;石墨烯;固态电池;钠离子电池;沪股通;融资融券;中字头股票,17,26,600482.SH,600482
赛马概念;ST板块;盐湖提锂;特色小镇;光伏概念;PPP概念;西部大开发;固废处理;充电桩;地下管网;新型城镇化;东数西算(算力);算力租赁;一带一路;水利;旅游概念;雅下水电概念;乡村振兴;智慧政务;小金属概念;金属锌;金属铜,22,22,603843.SH,603843
ST板块;统一大市场;冷链物流;氢能源;数字经济;智能物流;燃料电池;粤港澳大湾区,22,8,603813.SH,603813
钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;回购增持再贷款概念;比亚迪概念;2025年报预增;沪股通;融资融券,17,10,603876.SH,603876
6G概念;商业航天;卫星导航;军工信息化;军民融合;第三代半导体;军工;5G;芯片概念;专精特新;共同富裕示范区;ST板块,33,12,001270.SZ,001270
ST板块;深圳国企改革;国企改革;智慧灯杆;智能医疗;人民币贬值受益;国资云;数字经济;智慧城市;数字孪生;军民融合;智能家居;安防;人工智能;物联网;数据要素;区块链;华为概念;智慧政务;机器视觉;人脸识别;东数西算(算力);信创;华为鲲鹏;5G,33,25,002528.SZ,002528
共封装光学(CPO);富士康概念;先进封装;PCB概念;液冷服务器;苹果概念;汽车电子;存储芯片;第三代半导体;OLED;芯片概念;中芯国际概念;AI眼镜;无线耳机;新型工业化;智能穿戴;比亚迪概念;机器视觉;新能源汽车;专精特新;宁德时代概念;高端装备;机器人概念;华为概念;工业互联网;人工智能;沪股通,17,27,603203.SH,603203
ST板块;建筑节能;装配式建筑;光伏概念;新型城镇化;光伏建筑一体化;ERP概念;绿色电力,33,8,002620.SZ,002620
固废处理;碳中和;专精特新;2025年报预增;高端装备;人民币贬值受益;融资融券,17,7,688309.SH,688309
储能;高压快充;比亚迪概念;新能源汽车;华为概念;智能穿戴;宁德时代概念;AI眼镜;锂电池概念;消费电子概念;苹果概念;深股通;融资融券,33,13,301180.SZ,301180
ST板块;物业管理;新型城镇化;装配式建筑;医疗器械概念;粤港澳大湾区;PPP概念;乡村振兴;光伏建筑一体化;光伏概念;数据中心;华为概念;风电;数字货币;区块链;东数西算(算力);算力租赁,33,17,002822.SZ,002822
ST板块;拼多多概念;抖音概念(字节概念);人工智能;百度概念;DeepSeek概念;小红书概念;AI智能体;小米概念;苹果概念,22,10,600228.SH,600228
粤港澳大湾区;融资融券,33,2,300804.SZ,300804
环氧丙烷;可降解塑料;氢能源;国企改革;碳纤维;深股通;融资融券,33,7,002408.SZ,002408
特钢概念;煤化工概念;央企国企改革;国企改革;高铁;证金持股;新能源汽车;数据中心;沪股通;融资融券,17,10,600808.SH,600808
ST板块;化债概念(AMC概念);乡村振兴;海南自贸区;创投;旅游概念;数字经济;区块链;农业种植;参股券商;网红经济;人工智能;信创;网络游戏;手机游戏;抖音概念(字节概念);文化传媒概念,33,17,000793.SZ,000793
成飞概念;大飞机;富士康概念;3D打印;新型工业化;PCB概念;军工;无人机;苹果概念;军民融合;5G;机器视觉;比亚迪概念;新能源汽车;低空经济;医美概念;粤港澳大湾区;光纤概念;华为概念;量子科技;宁德时代概念;股权转让(并购重组),33,22,300227.SZ,300227
创新药;辅助生殖;肝炎概念;流感;仿制药一致性评价;医药电商;维生素;眼科医疗;合成生物;工业大麻;智能医疗;医疗器械概念;专精特新;新型烟草(电子烟);转基因;2026一季报预增;融资融券;深股通,33,18,300233.SZ,300233
人工智能;新型工业化;专精特新;人形机器人;机器人概念;军工;商业航天;新能源汽车;高端装备;航空发动机;海工装备,33,11,300553.SZ,300553
流感;幽门螺杆菌概念;创新药;医药电商;眼科医疗;三胎概念;养老概念;融资融券,33,8,301111.SZ,301111
富士康概念;芯片概念;5G;液冷服务器;比亚迪概念;小米汽车;新能源汽车;东数西算(算力);专精特新;充电桩;特斯拉概念;华为概念;工业互联网;华为汽车;长安汽车概念;减速器;无人驾驶;储能;一体化压铸;固态电池;绿色电力;西部大开发;深股通;融资融券,33,24,301307.SZ,301307
高压快充;虚拟电厂;数据中心;充电桩;储能;宁德时代概念;换电概念;锂电池概念;新能源汽车;专精特新;比亚迪概念;深股通;融资融券,33,13,300693.SZ,300693
净水概念;宠物经济;跨境电商;污水处理;小红书概念;海峡两岸;机器视觉;AI应用;锂电池概念;股权转让(并购重组);光伏概念,17,11,600539.SH,600539
PCB概念;先进封装;2025年报预增;工业母机;高端装备;深股通;融资融券,33,7,301200.SZ,301200
钠离子电池;固态电池;磷化工;锂电池概念;宁德时代概念;储能;碳中和;充电桩;比亚迪概念;新能源汽车;污水处理;专精特新;沪股通;融资融券,17,14,688275.SH,688275
小米汽车;智能座舱;华为汽车;飞行汽车(eVTOL);一体化压铸;无人驾驶;星闪概念;长安汽车概念;特斯拉概念;比亚迪概念;小米概念;汽车电子;汽车热管理;无线充电;新能源汽车;机器人概念;毫米波雷达;车联网(车路协同);宁德时代概念;低空经济;华为概念;创投;粤港澳大湾区;卫星导航;一带一路;DeepSeek概念;横琴新区;百度概念;共封装光学(CPO);深股通;融资融券,33,31,002906.SZ,002906
PCB概念;富士康概念;共封装光学(CPO);5G;汽车电子;卫星导航;消费电子概念;无人机;商业航天;智能座舱;数据中心;军工;无人驾驶;低空经济;物联网;比亚迪概念;华为概念;机器人概念;新能源汽车;东数西算(算力);海峡两岸;车联网(车路协同);高铁;华为汽车;智能家居;充电桩;创投;宁德时代概念;储能;固态电池;融资融券,33,31,301282.SZ,301282
第三代半导体;OLED;存储芯片;共封装光学(CPO);芯片概念;汽车芯片;AI眼镜;小米概念;智能座舱;汽车电子;传感器;新能源汽车;数据中心;无人驾驶;机器人概念;长安汽车概念;粤港澳大湾区;物联网;ERP概念;车联网(车路协同);智能家居;阿里巴巴概念;腾讯概念;智慧城市;深股通;融资融券,33,26,300131.SZ,300131
核污染防治;水利;PM2.5;污水处理;碳交易;碳中和;雄安新区;机器人概念;京津冀一体化;乡村振兴;区块链;摘帽,33,12,300137.SZ,300137
同花顺新质50;军工信息化;MR(混合现实);星闪概念;液冷服务器;华为概念;安防;芯片概念;人工智能;虚拟现实;智慧城市;2025年报预增;融资融券;沪股通,17,14,603516.SH,603516
小米概念;5G;特斯拉概念;PEEK材料;专精特新;华为概念;比亚迪概念;机器人概念;新能源汽车;军工;锂电池概念;可降解塑料;预制菜;钛白粉概念;股权转让(并购重组);融资融券;深股通,33,17,002838.SZ,002838
PET铜箔;OLED;第三代半导体;存储芯片;芯片概念;钙钛矿电池;超导概念;消费电子概念;小金属概念;HJT电池;专精特新;福建自贸区;光伏概念;海峡两岸;钒电池;深股通,33,16,300706.SZ,300706
钙钛矿电池;数字水印;AIGC概念;ChatGPT概念;光伏概念;烟草;DeepSeek概念;数字孪生;锂电池概念;共同富裕示范区;工业互联网;人工智能;芯片概念;物联网,17,14,603687.SH,603687
人工智能;创投;医疗器械概念;创新药;深股通;融资融券,33,6,301093.SZ,301093
智能电网;抽水蓄能;核电;风电;光伏概念;储能;数据中心;海工装备;高端装备;新能源汽车;雅下水电概念;专精特新;工业互联网;机器人概念;中国AI 50;华为概念;数字孪生;阿里巴巴概念;百度概念;数据要素;海南自贸区;融资融券;沪股通,17,23,688676.SH,688676
光纤概念;F5G概念;铜缆高速连接;WiFi 6;5G;数据中心;物联网;智慧城市;华为概念;智能医疗;互联网金融;融资融券,17,12,603042.SH,603042
芯片概念;2025年报预增;专精特新;医疗废物处理;医疗器械概念;辅助生殖;回购增持再贷款概念;人工智能;智能医疗;融资融券,33,10,301235.SZ,301235
ST板块;医疗器械概念;机器人概念;光伏概念;三胎概念;TOPCON电池;硅能源;人工智能;区块链;IP经济(谷子经济),22,10,603398.SH,603398
草甘膦;磷化工;化肥;金属铅;金属锌;金属铜;黄金概念;稀土永磁;硅能源;锂电池概念;绿色电力;回购增持再贷款概念;光伏概念;天然气;西部大开发;建筑节能;一带一路;TOPCON电池;参股银行;沪股通;融资融券,17,21,603077.SH,603077
ST板块;新能源汽车;光伏概念;TOPCON电池;BC电池;京津冀一体化;NFT概念,33,7,002306.SZ,002306
粤港澳大湾区;物业管理,33,2,000007.SZ,000007
中芯国际概念;光刻机;芯片概念;PM2.5;沪股通;融资融券,17,6,688376.SH,688376
核电;特钢概念;专精特新;军工;中俄贸易概念;抽水蓄能;东数西算(算力);超超临界发电;算力租赁;锂电池概念;宁德时代概念;石墨电极;俄乌冲突概念,17,13,603315.SH,603315
电子纸;OLED;柔性屏(折叠屏);ETC;虚拟现实;智能穿戴;华为手机;华为概念;海峡两岸;无线充电;消费电子概念;创投;福建自贸区;5G;机器人概念;汽车电子;比亚迪概念;传感器;东数西算(算力);新能源汽车;富士康概念;算力租赁;国企改革;PCB概念;人民币贬值受益;深股通;摘帽,33,27,002217.SZ,002217
星闪概念;卫星导航;智能穿戴;商业航天;5G;车联网(车路协同);AI眼镜;AI手机;低空经济;6G概念;汽车电子;无人机;虚拟现实;消费电子概念;量子科技;芯片概念;物联网;智慧城市;汽车芯片;机器人概念;太赫兹;国产操作系统;网络安全;比亚迪概念;人工智能;海峡两岸;人形机器人;元宇宙;百度概念;液冷服务器;粤港澳大湾区;数字经济;东数西算(算力);数据中心;新能源汽车;DeepSeek概念;AI智能体;区块链;腾讯概念;中国AI 50;抖音概念(字节概念);多模态AI;ChatGPT概念;光纤概念;水利;智能医疗;储能;锂电池概念;乡村振兴;证金持股;AI应用;同花顺漂亮100;深股通;融资融券,33,54,000063.SZ,000063
共封装光学(CPO);同花顺果指数;苹果概念;芯片概念;消费电子概念;WiFi 6;5G;汽车电子;AI眼镜;无线耳机;智能穿戴;新能源汽车;智能座舱;物联网;一带一路;医疗器械概念;元宇宙;沪股通;融资融券,17,19,601231.SH,601231
先进封装;PCB概念;芯片概念;消费电子概念;MiniLED;5G;毫米波雷达;6G概念;华为概念;海峡两岸;石墨烯;储能;固态电池;锂电池概念;冷链物流;绿色电力;沪股通,17,17,603186.SH,603186
中芯国际概念;芯片概念;富士康概念;海峡两岸;一带一路,17,5,603163.SH,603163
